,,,,,,,,,,,,,,,,,,,,,,,,,
"*** Query Name:Query 1 ***

    Start Date : 10/1/2016 12:00:00 AM
30010772,MEDICAL EMERGENCY,MEDICAL - ABDOMINAL COMPLAINT,12/22/2016 7:41:00 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30010773,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - WEAPON (GUNSHOT),12/22/2016 7:53:23 PM,,GROSVENOR AVENUE,SAXONSEA,Special Service,,,,,,,,,,,,,,,,,,North
30010774,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 8:46:34 PM,,ALBERT PHILANDER DRIVE,DENNEMERE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,NONE,,,,0,,,0,0,,,SA SPOORPENDELKORPORASSIE,VACANT ERF,East
30010775,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 8:55:21 PM,87,KLEINBOS LANE,STRAND,Fire manually extinguished,,0 - 10 Deg,Moderate,Clear,,15 - 20 min,,625Kpa 13mm Nozzle,"1,800",,,0,0,,,Asla Construction,,East
30010776,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 9:15:24 PM,,KUILS RIVER HIGHWAY,SAREPTA,Fire manually extinguished,,15 - 20 Deg,Moderate,Overcast,"none
",,,,0,,,0,0,,,,,East
30010777,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/22/2016 10:05:45 PM,99,PROTEA ROAD,LENTEGEUR,Fire manually extinguished,,10 - 15 Deg,,Fine,extinguished by residents with garden hose and dcp extinguisher before arrival of brigade,,,,,,"Room at rear: Ceiling and walls sever by heat, smoke and water. Window severe by heat, smoke and water. Remainder of building slight by smoke and water","30,000","5,000",,,Mr Bernard Hendricks,,East
30010778,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 10:27:05 PM,,NOOIENSFONTEIN ROAD,SILVERSANDS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,5 - 10 min,,625Kpa 13mm Nozzle,600,,,,,,,,,East
30010779,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 10:37:48 PM,,CHURCH ROAD,STRANDFONTEIN,Fire manually extinguished,,0 - 10 Deg,,Fine,,5 - 10 min,,625Kpa 13mm Nozzle,"1,200",,a small area of vegetation burned,0,0,,,Elohim Christian Fellowship,,East
30010780,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,12/22/2016 10:38:19 PM,,HERMES AVENUE,SAXONSEA,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 25mm Nozzle,"3,000",,,0,0,,,Dept of Transport and Public Works Wale Street 27 Cape Town 8000,,North
30010781,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 10:39:09 PM,2,KUIL STREET,HAZENDAL,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,North
30010782,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,12/22/2016 10:36:54 PM,45,BEACH ROAD,STRAND,,,,,,,,,,,,,,,,,,,
30010783,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 11:27:22 PM,,EBB STREET,STRAND,,,,,,,,,,,,,,,,,,,
30010784,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/23/2016 12:39:34 AM,,SEA COTTAGE CRESCENT,MILNERTON,Special Service,,,,,ONE ADULT MALE ASSAULTED TO THE HEAD. SUSTAINED LACERATION TO THE LIP.,,,,,,,,,,,,,North
30010785,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - DOMESTIC,12/23/2016 12:47:20 AM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,
30010786,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - ASSIST PRIVATE COMPAN,12/23/2016 1:57:01 AM,,FIRST AVENUE,EASTRIDGE,Special Service,,,,,One adult male having a ring stuck to his finger.,,,,,,,,,,,,,North
30010787,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:37:37 AM,,ST WILLIAMS STREET,SEAWINDS,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Overcast,A small quantity of rubbish alight.,10 - 15 min,,625Kpa 13mm Nozzle,"2,000",,,,,,,"City of Cape Town, 12 Hertzog Boulevard, Cape Town, 8001.",,West
30010788,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 3:22:34 AM,,DALTON ROAD,RAVENSMEAD,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,,5 - 10 min,,,"1,200",,,0,0,,,Republic of South Africa,,North
30010789,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 4:11:27 AM,,N7 HIGHWAY,MONTAGUE GARDENS,Special Service,,,,,SAP ON SCENE,,,,,,,0,0,,,,,North
30010790,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 4:21:56 AM,,N7 HIGHWAY,MONTAGUE GARDENS,,,,,,,,,,,,,,,,,,,
30010791,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,12/23/2016 6:07:08 AM,,DE BEERS AVENUE,PAARDE VLEI,,,,,,,,,,,,,,,,,,,
30010792,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/22/2016 10:54:21 PM,61,TOKAI ROAD,KIRSTENHOF,Special Service,,,,,,,,,,,,,,,,,,West
30010793,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/22/2016 11:59:40 PM,,KLIP ROAD,LOTUS RIVER,Fire manually extinguished,,0 - 10 Deg,Light Breeze,Clear,,10 - 15 min,,,"1,800",,,0,0,,,CITY OF CAPE TOWN,,West
30010794,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/23/2016 1:10:58 AM,51,BARNSLEY CLOSE,DUNOON,,,,,,,,,,,,,,,,,,,
30010795,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 1:19:28 AM,63,THIRD AVENUE,FLORIDA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,Owner extinguished fire with gardenhose,,,,0,,Slight smoke damage to one  room's ceiling,"1,500",500,0,1,Portia Anthony,,North
30010796,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 1:49:24 AM,,"OLD LANDSDOWN ROAD, PHILIPPI",PHILIPPI,Fire manually extinguished,,15 - 20 Deg,,Overcast,,5 - 10 min,,625Kpa 13mm Nozzle,"1,200",,,0,0,,,CITY OF CAPE TOWN,,East
30010796,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 1:49:24 AM,,"OLD LANDSDOWN ROAD, PHILIPPI",PHILIPPI,Fire manually extinguished,,15 - 20 Deg,,Overcast,,,,,0,,,0,0,,,CITY OF CAPE TOWN,,East
30010797,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:09:32 AM,,OLD FAURE ROAD,DRIFTSANDS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,20 - 25 min,,625Kpa 13mm Nozzle,"3,000",,,,,,,Not identified on GIS,,East
30010798,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 4:21:42 AM,14,HERTZOG STREET,RUYTERWACHT,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,North
30010799,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 6:51:43 AM,,MAIN ROAD,SOMERSET WEST,Special Service,,,,,,,,,,,,,,,,,,East
30010800,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 8:27:27 AM,,PARKLANDS MAIN ROAD,PARKLANDS,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,EXTINGUISHED BY OCCUPANTS WITH 1 INTERNAL HOSEREEL,,,,,,"BUILDING CONTENTS - BED, BEDDING AND PERSONAL EFFECTS SEVERE BY FIRE, HEAT, SMOKE AND WATER","5,000","10,000",3,30,MANHATTEN,MR NADOO -- RATE PAYER,North
30010801,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 10:15:57 AM,,STRANDFONTEIN ROAD,LOTUS RIVER,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,,15 - 20 min,,625Kpa 13mm Nozzle,"2,400",,,0,0,,,city of cape town,,West
30010802,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FLATS,12/23/2016 9:07:26 AM,,HERSCHEL ROAD,CLAREMONT,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,Fire extinguished by workers with D.C.P extinguishers before arrival of brigade.,,,,,,"Fire on roof deck(7th floor) used as Entertainment braai area.
Section of wooden deck flooring; adjoining wall and electrical wiring, severe by fire. heat,smoke and D.C.P Powder.",0,"100,000",7,,The Herschel INV PTY LTD,,West
30010803,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 9:50:08 AM,,AMADEUS DRIVE,KRAAIFONTEIN,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Overcast,,10 - 15 min,,625Kpa 13mm Nozzle,"1,800",,,0,0,,,CITY OF CAPE TOWN,,North
30010804,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/23/2016 10:41:05 AM,,OXFORD STREET,DURBANVILLE,Special Service,,,,,,,,,,,,,,,,,,North
30010805,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 11:02:47 AM,181,VASCO BOULEVARD,VASCO ESTATE,Special Service - False Good Intent,,,,,,,,,,,,,,,,,,North
30010806,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 11:04:16 AM,,VERNON TERRACE CRESCENT NO 15,ZONNEBLOEM,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,,0 - 5 min,,,600,,,,,,,CITY OF CAPE TOWN,,West
30010807,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 11:34:22 AM,,MGIDLANA STREET,ASANDA,Fire manually extinguished,,10 - 15 Deg,Moderate,Clear,,15 - 20 min,Water Tanker,625Kpa 13mm Nozzle,"4,800",,,0,0,,,ASLA Construction & City of Cape Town,,East
30010807,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 11:34:22 AM,,MGIDLANA STREET,ASANDA,Fire manually extinguished,,10 - 15 Deg,Moderate,Clear,,20 - 25 min,,625Kpa 13mm Nozzle,"3,000",,,0,0,,,ASLA Construction & City of Cape Town,,East
30010808,MEDICAL EMERGENCY,MEDICAL - VOMITING / DIARRHOEA,12/23/2016 12:13:25 PM,13,PERRAULT ROAD,HOUT BAY,Special Service - False Good Intent,,,,,,,,,,,,,,,,,,West
30010809,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 12:48:56 PM,,TUNCE CRESCENT,EYETHU,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Raining,owner and neighbours extinguished fire with garden hose.,,,,,,,"100,000","150,000",,,Nomalizo Ndikandika,,East
30010810,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 1:10:03 PM,,HESTER LANE,VALHALLA PARK,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Raining,,25 - 30 min,Street Hydrant,,"1,500",,,0,0,,,community services (City Parks) Granville Van Ross,,East
30010810,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 1:10:03 PM,,HESTER LANE,VALHALLA PARK,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Raining,,25 - 30 min,,,"3,000",,,0,0,,,community services (City Parks) Granville Van Ross,,East
30010811,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 1:30:05 PM,,N1 HIGHWAY,BROOKLYN,Fire manually extinguished,,15 - 20 Deg,Moderate,Overcast,,25 - 30 min,Private Hydrant,625Kpa 19mm Nozzle,0,,,0,0,,,PRASA,,North
30010812,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 10:17:01 AM,,THE HAGUE AVENUE,THE HAGUE,Fire manually extinguished,,10 - 15 Deg,Moderate,Overcast,,,,,,,,0,0,,,Department of Transport and Publicworks,,East
30010813,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 10:18:07 AM,,102,BLACKHEATH INDUSTRIA,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,NONE,15 - 20 min,,,500,,,0,0,,,SA SPOORPENDELKORPORASIE LTD,,East
30010814,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 10:37:54 AM,,LAKE ROAD,GRASSY PARK,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,"3,600",,,0,0,,,city of cape town,,West
30010815,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 10:40:09 AM,8,DOLPHIN WAY,ANCHORAGE PARK,Special Service,,,,,"A motor vehicle, Toyota double cab, knocked over an electrical box on verge of public road.",,,,,,,0,0,,,,,East
30010816,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 11:00:11 AM,17,SUSAN STREET,TAFELSIG,False Alarm - Malicious,,,,,,,,,,,,,,,,,,East
30010817,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 11:09:09 AM,,JAKES GERWEL DRIVE,TOWNSEND ESTATE,Special Service,,,,,One Vehicle  Collided with Railings. All patients were removed from the vehicle that was involved in accident. City police on scene.,,,,,,,,,,,,,North
30010818,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 11:27:43 AM,,THAMBO STREET,WITSAND,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,NIL,,,,,,,,,,,CITY OF CAPE TOWN,,North
30010819,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 11:48:30 AM,3,COMPANION STREET,FOUNTAIN VILLAGE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,neighbours attempted to extinguish the fire with garden hoses,25 - 30 min,,,0,,"No 10 - the entire second floor- roofing timbers, ceiling, walls, windows, doors and floor severe by fire, heat, smoke and water, the ground floor walls and floor was slight by water only.
No 12 - the second floor - roofing timber, ceiling and walls severe by fire, heat smoke and water.
No 8 - the second floor - roofing timbers, ceiling, and walls slight by fire, heat, smoke and water","40,000","30,000",two,three,"Nokonwabisa katywa, Nobathini Mdlankomo and Cordelia Mhletywa","Gloria Nwabisa, Amber Steyn 0715034559 and Pink Mhwetywa 0603147539",East
30010820,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 12:53:38 PM,,BUFFELSBERG CLOSE,BONNIE BRAE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,,,Water Tanker,,"3,000",,,0,0,,,BO MO PROPERTY DEVELOPERS,,North
30010820,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 12:53:38 PM,,BUFFELSBERG CLOSE,BONNIE BRAE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,,,,,"3,000",,,0,0,,,BO MO PROPERTY DEVELOPERS,,North
30010821,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 1:48:56 PM,4,CHARLIE STREET,MITCHELLS PLAIN CBD,Fire manually extinguished,,,,,workers of game super market attempted to extinguish fire.,15 - 20 min,,625Kpa 19mm Nozzle,"1,800",,,,,,,,,East
30010822,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:10:53 PM,,N2,ONVERWACHT VILLAGE,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,,5 - 10 min,,625Kpa 13mm Nozzle,"2,400",,,0,0,,,Somerset West Business Trust,,East
30010823,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:12:18 PM,104,STARLING ROAD,ROBINVALE,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,NIL,10 - 15 min,,,500,,,,,,,CITY OF CAPE TOWN-PO.BOX 655.CAPE TOWN.8000,,North
30010824,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - OTHER,12/23/2016 2:19:04 PM,118,SILVERSANDS AVENUE,PORTLAND,Special Service,,,,,,,,,,,,,,,,,,East
30010825,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:38:01 PM,,SANDOWN ROAD EAST ROAD,SANDOWN,False Alarm - Malicious,,,,,,,,,,,,0,0,,,,,North
30010826,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 2:43:41 PM,,GREAT FISH AVENUE,MANENBERG,Special Service,,,,,TREE FELL OVER AND DAMAGED WOOD AND IRON STRUCTURE,,,,,,,0,"3,000",,,,,East
30010827,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:52:21 PM,,FOUNDARY ROAD,SALT RIVER,,,,,,,,,,,,,,,,,,,
30010828,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 3:16:06 PM,,KLIPHEUWEL CRESCENT,CAPE FARMS - DISTRICT C,Special Service,,,,,"SAPS.MALMESBURY FIRE AND RESCUE E1,METRO RESCUE, METRO AMBULANCE 330 AND METRO AMBULANCE83 IN ATTENDANCE BEFORE ARRIVAL OF BRIGADE.",,,,,,,0,0,,,,,North
30010829,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 3:19:26 PM,,GOSHAWK STREET,EERSTERIVIER,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Raining,,,,,,,,0,0,,,"City of Cape Town, P.O.Box 298, Cape Town 8000",,East
30010830,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/23/2016 5:29:12 PM,,OTTERY ROAD,PHILIPPI,,,,,,,,,,,,,,,,,,,
30010831,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 5:51:10 PM,,FIRGROVE DRIVE,BERGVLIET,Special Service,,,,,S.A.P.S;TRAFFIC;ER24 AMBULANCE AND PARAMEDIC ON SCENE,,,,,,,0,0,,,,,West
30010832,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 2:14:11 PM,,PLATTEKLOOF ROAD,MILNERTON,Special Service,,,,,MAKRO PERSONNEL BROKE WINDOW PRIOR ARRIVAL OF BRIGADE.,,,,,,,0,0,,,,,North
30010833,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:22:30 PM,,VOORTREKKER ROAD,SALT RIVER,Fire manually extinguished,,10 - 15 Deg,Moderate,Raining,,20 - 25 min,,,"5,000",,,0,0,,,S A Rail Commuters Corporation,,West
30010834,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 2:28:09 PM,,DE KUILEN STREET,DE KUILEN,False Alarm - Good Intent,,,,,PEOPLE BURNING WIRE MISTAKEN FOR VEGETATION FIRE,,,,,,,,,,,,,East
30010835,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 3:05:09 PM,,MERRYDALE STREET,PORTLAND,Special Service,,,,,Metro Amb 112 on scene.,,,,,,,,,,,,,East
30010836,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 3:24:19 PM,,SETTLERS DRIVE,CROSSROADS,Special Service,,,,,,,,,,,,0,0,,,,,East
30010837,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 4:41:30 PM,,A Z BERMAN DRIVE,LENTEGEUR,Special Service,,,,,,,,,,,,0,0,,,,,East
30010838,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 5:37:20 PM,11,CHAPMAN CRESCENT,EDGEMEAD,,,,,,,,,,,,,,,,,,,
30010839,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 5:38:10 PM,11,CHAPMAN CRESCENT,EDGEMEAD,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Overcast,occupants extinguished fire prior to arrival of Brigade,,,,0,,,0,"20,000",1,,Mr Peter O'Toole  0719255496,Owner,North
30010840,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 6:45:46 PM,,BLACK RIVER 1054,MAITLAND,Special Service,,,,,,,,,,,,,,,,,,North
30010841,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/23/2016 7:31:58 PM,,SILVERSANDS,DELFT 4,Special Service,,,,,,,,,,,,0,0,,,,,East
30010842,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 5:51:59 PM,,BRACKENFELL HIGHWAY,PROTEA HEIGHTS,Special Service,,,,,,,,,,,,0,0,,,,,North
30010843,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 6:15:19 PM,,OLIVER TAMBO AVENUE,PHILIPPI,Special Service - False Good Intent,,,,,PATIENT LOADED BY METRO AMBULANCE,,,,,,,,,,,,,East
30010844,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 6:41:22 PM,9,DE REYGER ROAD,TYGERDAL,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Overcast,extinguished by occupants,,,,0,,"knotty pine ceiling, electrical wires and roof trusses a section thereof destroyed by fire.",0,"20,000",1,,Mr Peter Visser,,North
30010845,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 6:47:50 PM,112,ZANDVLIET AVENUE,MACASSAR,Special Service,,,,,Two vehicles collided.,,,,,,,0,0,,,,,East
30010846,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/23/2016 7:13:14 PM,,PLATTEKLOOF STREET,MONTE VISTA,,,,,,,,,,,,,,,,,,,
30010847,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,12/23/2016 7:25:38 PM,,CAMP GROUND ROAD,RONDEBOSCH,False Alarm - Good Intent,,,,,False alarm with good intent due to short circuit in electrical wiring been mistaken for a electrical pole alight.,,,,,,,,,,,,,West
30010848,COMMERCIAL FIRE,COMMERCIAL FIRE - DEPARTMENT STORES,12/23/2016 8:07:53 PM,,BORCHERDS QUARRY ROAD,BOQUINAR INDUSTRIAL AREA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Overcast,occupiers attempted to extinguish the fire with a hose reel and a CO2 extinguisher,25 - 30 min,Street Hydrant,,"5,000",,roofing and walls slight by heat and smoke only,"1,200,000","5,000",one,one,Zuray Prop Enterprises PTY LTD,Tariq Alvi 0732939393,East
30010848,COMMERCIAL FIRE,COMMERCIAL FIRE - DEPARTMENT STORES,12/23/2016 8:07:53 PM,,BORCHERDS QUARRY ROAD,BOQUINAR INDUSTRIAL AREA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Overcast,occupiers attempted to extinguish the fire with a hose reel and a CO2 extinguisher,25 - 30 min,Water Tanker,,"10,000",,roofing and walls slight by heat and smoke only,"1,200,000","5,000",one,one,Zuray Prop Enterprises PTY LTD,Tariq Alvi 0732939393,East
30010848,COMMERCIAL FIRE,COMMERCIAL FIRE - DEPARTMENT STORES,12/23/2016 8:07:53 PM,,BORCHERDS QUARRY ROAD,BOQUINAR INDUSTRIAL AREA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Overcast,occupiers attempted to extinguish the fire with a hose reel and a CO2 extinguisher,25 - 30 min,,,"3,000",,roofing and walls slight by heat and smoke only,"1,200,000","5,000",one,one,Zuray Prop Enterprises PTY LTD,Tariq Alvi 0732939393,East
30010849,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 8:45:50 PM,,N1 HIGHWAY,BLOEMHOF,Special Service,,,,,,,,,,,,,,,,,,North
30010850,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/23/2016 9:16:03 PM,183,ARUNDEL DRIVE,BELHAR EXT 19,False Alarm - Good Intent,,,,,,,,,,,,,,,,,,East
30010851,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/23/2016 10:22:41 PM,,SANDELHOUT ROAD,DELFT SOUTH,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Overcast,neighbours attempted to extinguish the fire with buckets of water,5 - 10 min,,,0,,"entire structure severe by fire, heat, smoke and water","2,000","3,500",,,province of the western cape,Zamekile Sixhesha 0788256598,East
30010852,SPECIAL INCIDENTS,DROWNING - SEA WATER,12/23/2016 7:50:55 PM,,MAIN ROAD,KALK BAY,Special Service,,,,,"Cape Medical Response on scene. CPR in progress to 1 x male adult.
S.A.P.S in attendance.",,,,,,,0,0,,,,,West
30010853,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - WEAPON (OTHER),12/23/2016 9:49:25 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30010854,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - ASSIST PRIVATE COMPAN,12/23/2016 10:01:52 PM,,HARBOUR ROAD,KALK BAY,Special Service,,,,,SAPS and Pathology Services on scene.,,,,,,,,,,,,,West
30010855,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/23/2016 10:39:39 PM,,JEFF MASEMOLA ROAD,DRIFTSANDS,Special Service,,,,,,,,,,,,0,0,,,,,East
30010856,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - WEAPON (OTHER),12/23/2016 11:16:57 PM,11,ELEVENTH AVENUE,RETREAT,Special Service - False Good Intent,,,,,,,,,,,,,,,,,,West
30010857,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/23/2016 11:44:47 PM,,SETTLERS DRIVE,BONTEHEUWEL,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,,0 - 5 min,,,600,,,0,0,,,City of Cape Town,,North
30010858,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/24/2016 2:09:43 AM,23,SEA COTTAGE CRESCENT,MILNERTON,Special Service,,,,,"one adult male assaulted to neck with panga, brought into station with private transport.",,,,,,,0,0,,,,,North
30010859,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 2:42:13 AM,,NJONGO AVENUE,MXOLISI PHETANI,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Raining,,15 - 20 min,,,0,,,"10,000","5,000",,,N.Magawu,,East
